Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
PC,2006,Shooter,Electronic Arts,0.03,80,48,6.8,326
X360,2011,Shooter,Electronic Arts,7.32,84,57,7.4,2142
PC,2011,Shooter,Electronic Arts,2.78,89,61,7.5,4926
PS3,2011,Shooter,Electronic Arts,7.17,85,38,7.5,1761
X360,2013,Shooter,Electronic Arts,3.48,79,21,5.6,542
PS3,2013,Shooter,Electronic Arts,3.49,80,14,5.8,579
PC,2013,Shooter,Electronic Arts,1.35,81,52,6,3517
XOne,2013,Shooter,Electronic Arts,2.02,81,5,6.6,480
PS4,2013,Shooter,Electronic Arts,3.59,85,18,6.9,1580
PC,2004,Shooter,Electronic Arts,0.03,84,48,7.5,133
X360,2008,Shooter,Electronic Arts,1.46,83,70,7.7,263
PS3,2008,Shooter,Electronic Arts,1.34,84,50,8.1,203
PC,2010,Shooter,Electronic Arts,0.72,87,46,8.3,1467
PS3,2010,Shooter,Electronic Arts,2.95,88,59,8.5,572
X360,2010,Shooter,Electronic Arts,3.47,88,75,8.6,869
PC,2015,Shooter,Electronic Arts,0.14,71,31,3.8,773
PS4,2015,Shooter,Electronic Arts,2.1,73,46,5,845
XOne,2015,Shooter,Electronic Arts,1.21,71,27,5.1,299
PC,2009,Strategy,Electronic Arts,0.01,75,37,7,112
DS,2005,Strategy,Ubisoft,0.12,64,16,7.7,14
PS2,2003,Shooter,Vivendi Games,0.16,66,22,6.8,6
X360,2007,Strategy,Eidos Interactive,0.26,73,55,7.1,40
PC,2007,Strategy,Eidos Interactive,0.01,76,20,7.3,46
X360,2009,Strategy,Eidos Interactive,0.32,76,48,7.4,41
PC,2009,Strategy,Eidos Interactive,0.03,74,31,8.4,46
PS4,2016,Action,Rebellion Developments,0.04,66,39,7,31
PS3,2009,Action,Sega,1.21,87,54,7.7,355
X360,2009,Action,Sega,0.93,90,86,8,597
WiiU,2014,Action,Nintendo,0.76,91,80,8.2,1217
PSP,2006,Misc,Sony Computer Entertainment,0.05,50,11,7.8,6
GC,2002,Sports,Sega,0.1,76,31,8.1,9
PS2,2005,Action,Capcom,0.17,48,33,8.1,12
PSP,2009,Misc,Take-Two Interactive,0.09,80,44,7.8,12
PS2,2006,Simulation,Konami Digital Entertainment,0.07,67,30,8.9,11
X360,2007,Puzzle,Namco Bandai Games,0.32,73,52,7,40
X360,2007,Action,Activision,0.17,71,25,5.8,13
PS2,2007,Action,Activision,0.1,65,11,7.5,4
Wii,2007,Action,Activision,0.33,62,16,7.6,7
PC,2010,Puzzle,PopCap Games,0.08,82,27,8.1,86
PC,2008,Puzzle,PopCap Games,0.05,78,12,7.3,11
Wii,2009,Action,D3Publisher,0.44,65,5,4,6
X360,2009,Action,D3Publisher,0.22,61,9,8.3,4
X360,2010,Platform,D3Publisher,0.18,51,5,5.3,4
Wii,2008,Action,Koch Media,0.8,45,6,7.8,11
PSP,2007,Action,D3Publisher,0.71,60,4,7.2,23
Wii,2007,Action,D3Publisher,1.23,63,6,7.7,9
X360,2007,Action,Ubisoft,0.4,51,23,4.7,30
PS3,2007,Action,Ubisoft,0.16,51,18,5.2,17
PSP,2007,Action,Ubisoft,0.09,44,4,5.4,7
3DS,2013,Action,Rising Star Games,0.04,49,7,6.3,4
GBA,2004,Action,Atari,0.2,40,5,7.8,5
GC,2002,Action,Atari,0.21,33,6,7.5,18
PS3,2013,Adventure,Sony Computer Entertainment,1.63,70,98,8.1,2652
DS,2009,Shooter,SouthPeak Games,0.06,78,39,8.2,26
Wii,2008,Sports,THQ,1.66,44,17,8,41
DS,2005,Misc,Nintendo,6.62,74,45,7.4,27
Wii,2007,Misc,Nintendo,3.79,68,33,6.9,39
XB,2002,Racing,Empire Interactive,0.19,59,12,4.3,9
PS2,2002,Racing,Empire Interactive,0.84,62,15,5.3,20
GC,2003,Racing,Empire Interactive,0.08,63,5,8.2,6
PS2,2005,Racing,Xplosiv,0.2,51,26,2.1,9
XB,2005,Racing,Empire Interactive,0.07,50,31,3.4,5
GC,2003,Platform,Sega,0.25,71,37,8.7,31
X360,2012,Action,Sega,0.19,74,43,8,185
PS3,2012,Action,Sega,0.33,72,33,8.2,179
X360,2009,Platform,Capcom,0.28,70,65,7.3,87
PS3,2009,Platform,Capcom,0.36,71,48,7.4,62
XB,2003,Action,Electronic Arts,0.06,49,5,1.5,4
PS2,2003,Action,Electronic Arts,0.43,51,7,3.6,16
GC,2003,Action,Electronic Arts,0.21,47,5,4.2,5
GC,2006,Shooter,Eidos Interactive,0.11,51,4,5.2,5
X360,2006,Shooter,Eidos Interactive,0.07,59,26,5.9,22
DS,2006,Shooter,Eidos Interactive,0.06,72,11,6.4,15
Wii,2007,Shooter,Eidos Interactive,0.04,52,7,5.8,5
PC,2007,Shooter,Take-Two Interactive,0.41,96,44,8.5,3606
X360,2007,Shooter,Take-Two Interactive,2.83,96,88,8.9,2249
PS3,2008,Shooter,Take-Two Interactive,1.42,94,51,8.7,881
PS3,2010,Shooter,Take-Two Interactive,1.54,88,62,8.2,492
X360,2010,Shooter,Take-Two Interactive,2.2,88,93,8.2,573
PC,2013,Shooter,Take-Two Interactive,0.66,94,68,8.5,7322
PS3,2013,Shooter,Take-Two Interactive,1.69,94,27,8.5,1863
X360,2013,Shooter,Take-Two Interactive,1.93,93,33,8.5,1647
XOne,2016,Shooter,Take-Two Interactive,0.16,84,16,8.3,79
PS4,2016,Shooter,Take-Two Interactive,0.37,84,39,8.5,210
PS3,2012,Simulation,Konami Digital Entertainment,0.23,73,27,8.4,18
X360,2012,Simulation,Konami Digital Entertainment,0.15,77,18,8.9,18
Wii,2011,Misc,Rising Star Games,0.09,84,19,8.7,18
3DS,2011,Misc,Rising Star Games,0.14,75,21,7.8,24
XB,2006,Shooter,Electronic Arts,0.42,77,65,8,51
PS2,2006,Shooter,Electronic Arts,1.25,79,62,8.4,194
PSP,2011,Role-Playing,Unknown,0.15,66,19,7.2,39
DS,2009,Role-Playing,Graffiti,0.05,58,24,7.5,20
X360,2007,Shooter,Midway Games,0.57,62,48,6.1,65
PS3,2007,Shooter,Midway Games,0.08,56,23,6.3,18
GBA,2003,Action,Activision,0.01,67,10,7.6,5
X360,2011,Shooter,505 Games,0.12,37,12,4.5,14
PSP,2006,Role-Playing,Atari,0.06,60,33,6.9,16
XB,2002,Action,Activision,0.13,53,20,4,4
PS2,2002,Action,Activision,0.31,49,21,6.1,14
X360,2012,Action,Konami Digital Entertainment,0.1,52,23,6.5,30
PS3,2012,Action,Konami Digital Entertainment,0.1,53,19,7.2,22
PS4,2015,Action,Tecmo Koei,0.17,58,33,6.5,21
XOne,2015,Action,Tecmo Koei,0.05,48,6,7.1,8
X360,2007,Action,Tecmo Koei,0.09,63,26,6.8,16
PS3,2007,Action,Tecmo Koei,0.28,58,23,7.9,28
Wii,2008,Shooter,Eidos Interactive,0.1,78,30,7.7,17
PS4,2016,Fighting,PQube,0.08,85,21,7.6,39
PS3,2009,Fighting,PQube,0.57,87,50,8.4,112
X360,2009,Fighting,PQube,0.36,86,51,8.5,70
PSP,2010,Fighting,PQube,0.11,82,14,7.8,18
PS3,2013,Fighting,Arc System Works,0.3,83,16,8.3,64
PS4,2015,Action,PQube,0.14,80,10,7.7,31
PS3,2010,Fighting,PQube,0.41,87,29,8,65
X360,2010,Fighting,PQube,0.31,85,32,8.7,26
PS3,2011,Fighting,PQube,0.09,73,6,7.5,27
PSV,2011,Fighting,PQube,0.11,83,28,7.5,97
3DS,2011,Fighting,PQube,0.11,64,14,6.1,19
PSP,2011,Fighting,PQube,0.13,77,8,6.8,10
PS3,2007,Simulation,Ubisoft,0.15,70,10,7.2,12
X360,2007,Simulation,Ubisoft,0.14,72,24,7.8,12
PC,2006,Simulation,Ubisoft,0.02,65,16,4.6,17
XB,2006,Simulation,Ubisoft,0.08,69,19,6.8,4
PS3,2006,Simulation,Ubisoft,0.66,67,26,6.9,9
X360,2006,Simulation,Ubisoft,0.42,66,58,7.9,53
Wii,2007,Simulation,Ubisoft,0.83,57,11,6.7,28
DS,2007,Fighting,Sega,0.15,82,28,7.9,14
Wii,2006,Fighting,Sega,0.32,58,30,7.5,24
PS3,2011,Fighting,Nippon Ichi Software,0.49,58,34,7.2,46
DS,2008,Role-Playing,Sega,0.2,59,28,8,10
DS,2006,Fighting,Sega,0.45,83,32,7.5,23
XB,2002,Platform,Microsoft Game Studios,0.56,71,36,8,41
XB,2004,Sports,Midway Games,0.53,78,30,7.7,14
PS2,2005,Sports,Unknown,0.89,76,25,8,20
X360,2006,Sports,Midway Games,0.16,69,23,6.5,14
X360,2008,Sports,Midway Games,0.1,68,34,7.2,13
PS3,2008,Sports,Midway Games,0.15,62,25,7.5,15
X360,2009,Sports,Focus Home Interactive,0.16,61,28,5.1,19
PC,2009,Sports,Focus Home Interactive,0.04,72,34,6.5,57
PC,2010,Sports,Focus Home Interactive,0.02,73,13,6.4,75
X360,2010,Racing,Activision,0.11,40,21,6.5,10
PS3,2010,Racing,Activision,0.07,47,11,7,5
PS2,2002,Action,Eidos Interactive,0.39,67,18,8.8,19
XB,2002,Action,Eidos Interactive,0.19,76,22,9,9
XB,2001,Shooter,Microsoft Game Studios,0.57,71,30,7.5,13
PS4,2015,Action,Sony Computer Entertainment,2.48,92,100,8.6,6383
XB,2002,Shooter,Universal Interactive,0.21,76,20,7.5,6
GC,2002,Shooter,Universal Interactive,0.11,73,17,8.5,4
PS2,2002,Shooter,Universal Interactive,0.42,75,18,8.5,26
XB,2004,Shooter,THQ,0.15,71,35,8.5,4
PS2,2004,Shooter,THQ,0.27,70,26,8.5,21
PS2,2001,Fighting,Virgin Interactive,0.35,71,20,8.6,34
PS2,2003,Fighting,Konami Digital Entertainment,0.09,59,25,8.6,43
XB,2003,Fighting,Hudson Soft,0.04,61,22,8.6,9
GC,2002,Fighting,Activision,0.18,75,27,8.5,20
PS2,2003,Shooter,Zoo Digital Publishing,0.23,58,12,6.2,5
X360,2006,Role-Playing,Microsoft Game Studios,0.92,79,56,7.8,161
DS,2008,Role-Playing,Ignition Entertainment,0.21,69,46,6.5,15
DS,2009,Role-Playing,Namco Bandai Games,0.1,63,27,6.6,10
PC,2010,Racing,Activision,0.06,81,24,7.4,177
PS3,2010,Racing,Activision,0.72,81,58,8.2,86
X360,2010,Racing,Activision,0.59,82,78,8.3,169
PS2,2002,Sports,Acclaim Entertainment,0.15,54,14,4.6,17
GC,2002,Sports,Acclaim Entertainment,0.06,60,15,5,7
XB,2002,Sports,Acclaim Entertainment,0.11,58,26,7.8,9
X360,2010,Misc,Namco Bandai Games,0.2,57,33,4.8,4
PS3,2011,Shooter,Codemasters,0.11,50,40,3.5,28
X360,2011,Shooter,Codemasters,0.11,53,61,4.7,73
GBA,2004,Role-Playing,Konami Digital Entertainment,0.04,78,20,8.5,11
GBA,2003,Role-Playing,Konami Digital Entertainment,0.15,83,31,9.6,16
Wii,2008,Adventure,Disney Interactive Studios,0.56,50,4,5.8,5
PS3,2008,Adventure,Disney Interactive Studios,0.19,59,11,6.8,6
X360,2008,Adventure,Disney Interactive Studios,0.25,57,18,7.1,7
PS2,2002,Puzzle,Capcom,0.05,72,24,7.2,6
DS,2005,Puzzle,Ubisoft,0.15,75,30,7,12
PSP,2006,Puzzle,Konami Digital Entertainment,0.15,73,30,7,7
GC,2002,Adventure,Vivendi Games,0.25,81,19,8.5,15
GC,2002,Puzzle,Hudson Soft,0.08,70,21,7.9,10
PSP,2007,Misc,Hudson Entertainment,0.06,55,14,7.8,4
Wii,2007,Misc,Rising Star Games,0.17,57,23,8,10
PS,1998,Puzzle,Virgin Interactive,0.12,79,6,8.3,6
X360,2006,Puzzle,Konami Digital Entertainment,0.04,34,41,2.2,42
Wii,2007,Misc,Electronic Arts,0.49,57,37,5.3,54
Wii,2008,Puzzle,Electronic Arts,1.21,85,61,8.6,105
Wii,2009,Puzzle,Electronic Arts,0.46,86,48,8.4,37
PC,2009,Shooter,Take-Two Interactive,0.18,81,37,7.8,1363
PS3,2009,Shooter,Take-Two Interactive,2.09,83,58,7.9,427
X360,2009,Shooter,Take-Two Interactive,3.44,84,83,8.2,715
PC,2012,Shooter,Take-Two Interactive,0.93,89,38,8.2,2482
PS3,2012,Shooter,Take-Two Interactive,2.23,91,25,8.2,858
X360,2012,Shooter,Take-Two Interactive,3.05,89,59,8.2,892
PSV,2014,Shooter,Take-Two Interactive,0.64,64,31,7.6,358
XOne,2015,Shooter,Take-Two Interactive,0.43,80,11,7.8,119
PS4,2015,Shooter,Take-Two Interactive,0.88,82,49,7.8,345
PC,2014,Shooter,Take-Two Interactive,0.29,75,55,6.2,703
PS3,2014,Shooter,Take-Two Interactive,0.61,77,24,6.3,130
X360,2014,Shooter,Take-Two Interactive,0.72,74,16,6.4,161
PC,2012,Adventure,Daedalic Entertainment,0.03,82,38,8.3,341
PS4,2014,Role-Playing,Focus Home Interactive,0.19,53,40,5.9,230
PSP,2006,Action,Namco Bandai Games,0.03,63,14,6,7
PC,2009,Platform,Number None,0.03,90,11,8.6,819
DS,2005,Puzzle,Nintendo,15.29,77,37,7.1,19
3DS,2012,Puzzle,Nintendo,0.09,71,11,7.9,17
DS,2005,Misc,Nintendo,20.15,77,58,7.9,50
DS,2005,Puzzle,505 Games,0.15,39,12,2.5,4
DS,2008,Misc,Ubisoft,0.45,68,7,7,4
PSP,2009,Role-Playing,Falcom Corporation,0.02,78,9,8.3,12
PS2,2005,Misc,THQ,0.38,60,7,5.1,7
PS,1998,Role-Playing,SquareSoft,1.14,81,12,8.5,17
X360,2009,Action,SouthPeak Games,0.06,42,17,5,4
3DS,2015,Role-Playing,Nintendo,0.49,81,70,7.4,103
PC,2011,Shooter,Destineer,0.01,61,12,5.8,43
XB,2004,Adventure,Electronic Arts,0.12,71,62,8.2,17
GBA,2001,Role-Playing,Ubisoft,0.22,79,17,8.8,9
GBA,2001,Role-Playing,Ubisoft,0.19,81,16,8.8,16
PS,2000,Role-Playing,Capcom,0.56,83,10,8.9,45
PS2,2002,Role-Playing,Capcom,0.19,78,28,6.9,35
PS3,2011,Shooter,Bethesda Softworks,0.73,72,39,5.8,168
X360,2011,Shooter,Bethesda Softworks,1.03,68,85,5.8,404
PC,2011,Shooter,Bethesda Softworks,0.18,70,38,6,547
PS2,2002,Misc,THQ,0.24,63,20,4.8,20
GBA,2002,Misc,THQ,0.22,53,14,7.4,5
XOne,2015,Adventure,Revolution Software,0.02,77,12,7.2,11
PS4,2015,Adventure,Revolution Software,0.07,72,14,7.2,23
Wii,2009,Adventure,Ubisoft,0.24,74,29,8.1,14
GBA,2002,Adventure,BAM! Entertainment,0.06,80,17,7.8,10
XB,2003,Adventure,THQ,0.02,77,24,8.3,12
DS,2007,Shooter,Ubisoft,0.04,72,27,8,25
PSP,2006,Shooter,Ubisoft,0.46,65,19,9.1,64
Wii,2008,Shooter,Ubisoft,0.13,45,13,6.6,17
PS2,2005,Shooter,Ubisoft,0.46,71,20,7.9,23
XB,2005,Shooter,Ubisoft,0.31,85,41,8.6,25
PC,2008,Shooter,Ubisoft,0.02,79,22,7.9,130
PS3,2008,Shooter,Ubisoft,0.93,76,48,8,70
X360,2008,Shooter,Ubisoft,0.87,76,65,8.3,149
PS2,2005,Shooter,Ubisoft,0.46,82,30,7.6,30
XB,2005,Shooter,Ubisoft,0.66,88,64,8,69
PS4,2015,Adventure,505 Games,0.14,81,10,8.6,73
XOne,2015,Adventure,505 Games,0.04,81,6,8.9,26
XB,2002,Fighting,Universal Interactive,0.31,32,24,2.4,10
Wii,2007,Sports,505 Games,0.38,52,11,5.4,23
PS3,2009,Action,Electronic Arts,0.94,83,61,7.6,162
X360,2009,Action,Electronic Arts,0.97,82,88,8,268
XB,2003,Shooter,Microsoft Game Studios,0.83,77,45,7.8,49
DS,2007,Puzzle,Rising Star Games,0.04,50,12,4.8,4
DS,2005,Puzzle,Atari,0.05,38,19,6.2,6
XB,2002,Action,Electronic Arts,0.23,79,30,9.1,31
XB,2003,Action,Vivendi Games,0.12,73,26,8.4,14
PS2,2003,Action,Vivendi Games,0.18,72,27,8.9,47
GC,2003,Action,Vivendi Games,0.03,75,18,9,9
GBA,2003,Action,THQ,0.03,44,16,8.6,5
DS,2007,Simulation,Game Factory,0.93,61,11,4.8,5
PS2,2003,Fighting,505 Games,0.1,72,28,7.5,14
X360,2006,Shooter,Atari,0.1,55,59,6.1,41
X360,2011,Shooter,Electronic Arts,1.02,84,83,7.6,439
PC,2011,Shooter,Electronic Arts,0.16,82,34,7.7,768
PS3,2011,Shooter,Electronic Arts,0.53,83,57,7.7,288
PS2,2006,Action,Take-Two Interactive,0.94,87,69,9.1,293
PC,2008,Action,Take-Two Interactive,0.03,72,11,7.5,257
X360,2008,Action,Take-Two Interactive,1.06,80,56,8.3,154
Wii,2008,Action,Take-Two Interactive,0.5,83,34,8.4,60
PS2,2001,Racing,Acclaim Entertainment,0.74,79,25,7.7,33
XB,2002,Racing,Acclaim Entertainment,0.13,75,13,6.6,12
GC,2002,Racing,Acclaim Entertainment,0.3,78,18,7.9,18
PS2,2002,Racing,Acclaim Entertainment,0.85,86,31,8.2,48
XB,2003,Racing,Acclaim Entertainment,0.24,88,23,5.1,23
GC,2003,Racing,Acclaim Entertainment,0.15,89,24,8.5,18
XB,2004,Racing,Electronic Arts,1.31,94,76,7.2,139
PS2,2004,Racing,Electronic Arts,2.68,93,52,9.1,271
PSP,2007,Racing,Electronic Arts,0.45,76,23,8.2,27
DS,2005,Racing,Electronic Arts,0.18,38,12,6,59
PSP,2005,Racing,Electronic Arts,0.84,86,53,8.4,108
X360,2008,Racing,Electronic Arts,1.35,88,68,6.9,279
PS3,2008,Racing,Electronic Arts,1.94,87,55,7.7,455
PC,2009,Racing,Electronic Arts,0.09,87,26,7.5,435
XB,2005,Racing,Electronic Arts,0.53,89,65,8.4,66
PS2,2005,Racing,Electronic Arts,0.9,90,52,8.8,114
X360,2006,Racing,Electronic Arts,0.5,89,61,8.1,140
PC,2016,Simulation,Astragon,0.03,46,8,6.1,18
PS,1997,Fighting,Sony Computer Entertainment,1.16,83,13,7.9,16
PS,1999,Misc,Enix Corporation,0.26,66,8,8.9,35
DS,2005,Puzzle,505 Games,0.11,75,14,7,6
3DS,2011,Puzzle,Square Enix,0.31,49,30,4.8,13
PS,2000,Platform,Activision,0.63,54,10,5.3,4
DS,2009,Action,Ubisoft,0.08,55,38,7.5,13
DS,2009,Shooter,Graffiti,0.04,44,16,6.9,19
X360,2006,Sports,Activision Value,0.14,53,4,5,8
X360,2006,Sports,Activision,0.13,48,11,5.6,17
PS2,2002,Sports,Activision,1.42,59,7,7.8,12
XB,2004,Sports,Activision,0.18,65,5,8.3,6
PS2,2004,Sports,Activision,0.56,55,4,8.4,16
PS2,2003,Sports,Zoo Digital Publishing,1.17,57,4,8.4,37
PS3,2008,Sports,Activision Value,0.13,39,6,1.8,10
PS3,2010,Sports,Activision,0.33,60,4,5.4,9
XB,2004,Sports,Activision,0.11,59,5,7.5,6
XB,2003,Sports,Activision Value,0.21,65,5,8.4,16
X360,2010,Sports,Activision,0.11,51,5,9,4
X360,2007,Sports,Activision Value,0.05,39,4,3,4
PC,2006,Strategy,Vivendi Games,0.04,74,32,7.6,43
DS,2007,Puzzle,Majesco Entertainment,0.11,55,23,6.1,7
XB,2005,Adventure,Take-Two Interactive,0.06,77,51,8.1,37
X360,2005,Shooter,Activision,2.03,89,65,8.1,307
PC,2005,Shooter,Activision,0.06,86,64,8.4,626
XB,2005,Shooter,Activision,1.12,78,46,5.1,27
GC,2005,Shooter,Activision,0.33,76,28,7.9,14
PS2,2005,Shooter,Activision,2.67,77,39,8.2,69
X360,2006,Shooter,Activision,2.7,82,71,6.5,233
PS3,2006,Shooter,Activision,1.5,80,43,6.9,92
PS2,2006,Shooter,Activision,1.07,82,14,7.4,83
DS,2007,Shooter,Activision,1.05,75,22,6.9,36
PS3,2007,Shooter,Activision,6.68,94,44,8.4,993
X360,2007,Shooter,Activision,9.31,94,70,8.4,1320
PC,2007,Shooter,Activision,1.15,92,40,8.5,2360
PSV,2012,Action,Activision,1.47,33,58,4.8,479
PC,2014,Shooter,Activision,0.41,78,18,4.5,1136
XOne,2014,Shooter,Activision,5.27,81,53,5.4,898
PS4,2014,Shooter,Activision,7.66,83,39,5.7,1443
Wii,2010,Shooter,Activision,1.37,80,25,5.8,87
DS,2010,Shooter,Activision,0.58,74,13,6,54
X360,2010,Shooter,Activision,14.61,87,89,6.3,1454
PS3,2010,Shooter,Activision,12.63,88,58,6.4,1094
PC,2012,Shooter,Activision,1.53,74,11,4.2,1635
X360,2012,Shooter,Activision,13.67,83,73,4.8,2256
PS3,2012,Shooter,Activision,13.79,83,21,5.3,922
WiiU,2012,Shooter,Activision,0.41,81,31,6.9,228
PS2,2004,Shooter,Activision,2.89,76,49,7.7,69
XB,2004,Shooter,Activision,1.21,73,55,7.8,22
GC,2004,Shooter,Activision,0.4,74,31,8.9,13
PS3,2013,Shooter,Activision,9.36,71,10,2.6,1047
X360,2013,Shooter,Activision,10.25,73,29,2.6,2117
WiiU,2013,Shooter,Activision,0.34,69,6,3.4,256
PS4,2013,Shooter,Activision,3.83,78,49,3.7,1564
XOne,2013,Shooter,Activision,2.92,78,7,4.3,700
PC,2016,Shooter,Activision,0.14,73,16,3,440
XOne,2016,Shooter,Activision,2.42,78,17,3.1,290
PS4,2016,Shooter,Activision,4.46,77,82,3.4,1129
PC,2009,Shooter,Activision,0.88,86,40,4.2,6430
PS3,2009,Shooter,Activision,10.6,94,67,6.3,2073
X360,2009,Shooter,Activision,13.47,94,100,6.3,2698
Wii,2011,Shooter,Activision,0.82,70,16,1.8,442
PC,2011,Shooter,Activision,1.72,78,26,2.5,5664
PS3,2011,Shooter,Activision,13.32,88,39,3.2,5234
X360,2011,Shooter,Activision,14.73,88,81,3.4,8713
PSP,2007,Shooter,Activision,2.13,64,45,7.5,30
PC,2008,Shooter,Activision,0.18,83,36,7.5,721
Wii,2008,Shooter,Activision,1.94,83,19,7.6,78
PS3,2008,Shooter,Activision,5.39,85,45,7.6,409
X360,2008,Shooter,Activision,7.38,84,84,7.6,580
DS,2008,Shooter,Activision,0.89,75,12,7.8,20
PC,2006,Shooter,Ubisoft,0.01,72,25,7.8,223
X360,2007,Shooter,Ubisoft,0.18,71,37,6.9,46
X360,2009,Shooter,Ubisoft,0.6,77,77,7.6,94
PS3,2009,Shooter,Ubisoft,0.88,78,47,7.8,91
PC,2009,Shooter,Ubisoft,0.03,78,39,8,282
PC,2011,Shooter,Ubisoft,0.11,51,12,3.3,126
PS3,2011,Shooter,Ubisoft,0.29,45,42,5.5,74
X360,2011,Shooter,Ubisoft,0.27,47,62,5.7,109
Wii,2009,Adventure,Konami Digital Entertainment,0.11,49,28,6.7,16
PS2,2005,Misc,Capcom,0.51,78,30,8.4,5
PSP,2006,Misc,Capcom,0.3,72,37,7,5
X360,2012,Action,Capcom,0.02,65,11,5.3,4
PS2,2004,Fighting,Capcom,0.2,57,33,4.8,5
DC,2000,Fighting,Virgin Interactive,0.22,80,17,9,24
GC,2002,Fighting,Capcom,0.11,68,20,8.9,27
XB,2003,Fighting,Capcom,0.1,80,26,8.7,13
PS2,2001,Fighting,Capcom,0.75,81,22,7.9,27
3DS,2011,Action,Sega,0.08,51,9,5,6
X360,2011,Action,Sega,0.17,60,48,6.4,37
PS3,2011,Action,Sega,0.19,61,34,7.3,40
PC,2012,Adventure,Reef Entertainment,0.03,54,6,6.2,11
WiiU,2014,Puzzle,Nintendo,1.19,81,78,8.6,377
PS4,2016,Action,Stainless Games,0.01,51,28,5.5,39
XOne,2016,Action,Stainless Games,0.02,52,15,7.1,12
Wii,2007,Misc,Take-Two Interactive,4.05,56,27,6,44
DS,2008,Misc,Take-Two Interactive,2.03,48,11,3.3,4
Wii,2008,Sports,Take-Two Interactive,1.56,38,10,5.7,7
PS3,2011,Misc,Sony Computer Entertainment,0.23,66,25,5.2,5
DS,2006,Racing,THQ,0.97,54,17,2.1,11
GBA,2006,Racing,THQ,1.13,50,8,4.7,6
X360,2006,Racing,THQ,0.25,65,16,6.1,8
GC,2006,Racing,THQ,0.93,71,21,7,5
PSP,2006,Racing,THQ,1.2,70,17,7,4
PS2,2006,Racing,THQ,1.21,71,30,8.4,12
PS3,2007,Racing,THQ,0.41,63,8,4.8,4
DS,2007,Racing,THQ,0.68,69,7,6.8,5
X360,2007,Racing,THQ,0.14,58,9,7.8,6
X360,2009,Racing,THQ,0.15,54,8,5.8,5
3DS,2011,Fighting,Deep Silver,0.1,58,16,5.9,28
PS2,2001,Platform,TDK Mediactive,0.14,58,7,3.5,6
Wii,2007,Shooter,PQube,0.04,67,9,7.6,9
PS2,2004,Shooter,Play It,0.02,67,4,7.4,8
PS,2001,Platform,Konami Digital Entertainment,0.13,69,16,7,13
GBA,2006,Platform,Konami Digital Entertainment,0.1,86,4,8.4,12
Wii,2008,Fighting,Konami Digital Entertainment,0.16,49,33,5.9,56
GBA,2003,Platform,Konami Digital Entertainment,0.28,91,29,9.1,127
GBA,2001,Platform,Konami Digital Entertainment,0.89,91,22,8.5,59
XB,2005,Action,Konami Digital Entertainment,0.12,74,26,7,13
PS2,2005,Action,Konami Digital Entertainment,0.42,70,30,7.5,46
DS,2005,Platform,Konami Digital Entertainment,0.43,89,52,8.5,171
GBA,2002,Platform,Konami Digital Entertainment,0.26,87,27,8.2,39
PS2,2003,Action,Konami Digital Entertainment,0.94,79,45,8.4,74
X360,2010,Action,Konami Digital Entertainment,0.66,83,70,7.8,237
PS3,2010,Action,Konami Digital Entertainment,1.1,85,62,8,468
PC,2014,Action,Konami Digital Entertainment,0.04,58,16,7.7,498
X360,2014,Action,Konami Digital Entertainment,0.09,70,22,7.8,239
PS3,2014,Action,Konami Digital Entertainment,0.2,63,55,7.8,528
DS,2008,Platform,Konami Digital Entertainment,0.36,85,46,8.7,111
DS,2006,Platform,Konami Digital Entertainment,0.4,85,51,8.3,87
PS,1997,Platform,Konami Digital Entertainment,1.27,93,12,9.4,358
PSP,2007,Platform,Konami Digital Entertainment,0.41,80,43,7.8,62
X360,2011,Adventure,Deep Silver,0.31,82,39,7.9,153
PS3,2011,Adventure,Deep Silver,0.7,79,61,8.1,372
XB,2004,Action,Electronic Arts,0.06,45,33,4.6,5
GC,2004,Action,Electronic Arts,0.07,47,24,6.1,7
PS2,2004,Action,Electronic Arts,0.17,46,35,6.9,13
3DS,2011,Platform,Nippon Ichi Software,0.14,82,29,7.7,72
XB,2001,Racing,Electronic Arts,0.12,65,24,8.4,7
GC,2002,Racing,Electronic Arts,0.06,67,12,6.8,11
Wii,2008,Sports,Electronic Arts,0.45,50,12,4.6,18
PC,2009,Action,Kalypso Media,0.02,73,17,8.2,21
PS2,2004,Role-Playing,Sony Online Entertainment,1.28,85,51,8.4,57
PS2,2005,Role-Playing,Sony Online Entertainment,0.65,77,48,8.8,43
PS2,2003,Action,Capcom,0.3,65,34,8.2,58
PS2,2006,Strategy,Idea Factory,0.04,64,9,6.9,9
X360,2009,Action,Activision,0.16,60,4,5,4
XB,2005,Adventure,Global Star,0.11,39,20,0.5,8
GC,2005,Adventure,Global Star,0.18,39,16,3.2,6
GBA,2005,Adventure,Global Star,0.3,36,5,3.8,6
PS2,2005,Adventure,Global Star,0.35,35,21,4.1,28
GC,2003,Action,Ubisoft,0.02,23,21,3.3,23
XB,2002,Racing,BAM! Entertainment,0.12,60,14,7.4,5
PS2,2003,Misc,Ubisoft,0.39,79,9,7.3,13
XB,2004,Misc,Ubisoft,0.13,79,12,9,6
PSP,2008,Misc,Ubisoft,0.12,64,4,8.4,18
DS,2007,Adventure,Unknown,0.19,78,14,7.5,13
